364456.374036312 0.447554199 0.581971120 -0.043202488 -0.327104509
364456.974213600 0.875551583 -0.776011990 -0.508864333 -0.120058590
364457.573940277 0.369746731 0.590809411 -0.096553569 0.106622598
364457.973961830 0.165610299 -0.381161420 0.058824078 -0.129869163
364458.476352855 0.196526685 0.418082506 0.127862971 0.073380950
364459.276345961 0.514389177 0.634671192 0.177297910 0.283102642
364460.275895099 0.484946522 0.599330609 0.202598128 0.291038386
364461.276519686 4.649355792 1.802202925 -0.845381643 -0.828703979
364462.176615138 7.815000000 0.779516379 -1.825505715 -1.968472275
364463.178536989 7.815000000 1.430745991 -1.636056315 -1.758205234
364464.176593834 0.151474399 -0.233993927 -0.272188744 -0.150447762
364465.176711139 0.168194966 -0.345704507 -0.220288709 -0.012499784
364466.176780573 0.121245385 -0.260966652 -0.230499980 -0.003398693
364467.176527098 0.089653515 -0.232858398 -0.185495620 0.031966498
364468.176600702 0.045737582 -0.135725527 -0.157354270 0.050554892
364469.176893728 0.024580310 -0.004644781 -0.138323483 0.073656974
364470.176653681 0.032097960 0.110383439 -0.094318050 0.104964575
364471.176849568 0.043197934 0.152327845 -0.078075880 0.117891131
364472.376922637 0.060838249 0.199431678 -0.038924515 0.139821803
364473.576880587 0.098553030 0.272570617 -0.007175232 0.155585363
364474.677072634 0.093607651 0.272321755 0.030806728 0.136012714
364475.778893412 0.049174584 0.180392611 0.062800346 0.112646378
364476.776844811 0.175694594 0.377297006 0.110251882 0.145554407
364477.776830817 0.107290006 0.270121871 0.115748260 0.144660019
364478.576843345 0.263719115 0.430188117 0.214920180 0.180184947
364479.478271933 0.296286563 0.468408398 0.219130001 0.169888722
364480.676964848 0.031967730 -0.079729620 0.117040031 0.109144624
364481.376940349 1.725873105 0.650695037 1.100343409 0.302842294
364482.176954940 7.815000000 1.608978917 2.228693237 0.509031726
364483.177102958 7.815000000 1.983946573 1.582049436 1.173062478
364484.177145358 7.815000000 2.615544510 -0.986725821 -0.017293712
364485.177158055 4.996387370 2.113565150 -0.227825433 0.690887326
364486.177357264 0.603447561 0.774094620 0.002689910 0.064944936
364487.177381254 2.109063585 1.334056298 0.540893350 0.191811788
364488.177094863 4.547602030 1.652351545 1.302432396 0.347859535
364489.277320718 4.059942509 1.455120874 1.351993149 0.338644765
364490.177535385 2.159310014 0.726755223 1.225570544 0.359323950
364491.177436165 0.674767314 0.792905950 0.214419729 0.009573273
364492.177580414 0.256838085 0.422701751 0.278626220 0.022994441
364493.577292043 0.054073586 0.113106526 0.095133364 0.179527554
364494.577596339 0.093405520 0.154351763 0.029598755 0.262116324
364495.577581853 0.802269650 0.725239916 -0.462766616 0.249286527
364496.577537689 0.260561386 0.272310508 -0.430428784 0.033755519
364497.577506271 0.162235538 0.087533679 -0.266155713 0.289369192
364498.977272544 0.648330304 -0.611966610 -0.505679229 0.134594534
364500.879944304 0.401427153 -0.563121066 -0.255613383 0.137781048
364502.077552792 0.388529792 -0.390346912 -0.485838764 0.010944196
364503.577620924 0.842079666 0.102187780 -0.908417888 -0.080089100
364505.178054835 0.386708877 -0.561256743 -0.226146936 0.143378202
364506.677605233 0.380550420 -0.404666243 -0.465207036 0.019443906
364508.177691200 0.773483606 0.098118349 -0.869534900 -0.088121804
364510.177750376 0.375574582 -0.562079495 -0.194973232 0.147060066
364511.677703884 0.349709912 -0.402718043 -0.431751671 0.033445251
364513.177626237 0.712405173 0.091289599 -0.835389875 -0.078709209
364515.177804168 0.358992343 -0.555298932 -0.167107458 0.150700154
364516.677938584 0.333556148 -0.402680025 -0.413113570 0.027241966
364518.177899211 0.679916797 0.089421137 -0.814703576 -0.090436384
364520.177938542 0.368680084 -0.563280173 -0.176843624 0.141851556
364521.677785044 0.411228567 -0.431042430 -0.474772086 0.004738873
364523.177926690 0.914346636 0.033989597 -0.950151269 -0.101999557
364525.178103605 0.459957809 -0.602204087 -0.280290199 0.136914026
364526.678073171 0.640100418 -0.466499141 -0.649919012 0.009178695
364527.978306980 0.978852996 -0.186075639 -0.967238559 -0.093158055
364529.178076193 0.764833975 -0.225137891 -0.838119408 -0.108179308
364530.277912532 0.696317574 -0.446364171 -0.689306765 0.148097211
364531.277868806 1.218300830 -0.332497207 -1.001483481 0.323693178
364532.178168095 2.103866600 -0.006007011 -1.433749090 0.219531464
364532.977802087 1.398589001 -0.224762430 -1.073646179 0.441989517
364534.077980173 0.714134556 -0.177027301 -0.766100567 0.309654341
364534.878353418 0.676914659 0.024480783 -0.815074412 -0.109403167
364535.678020781 0.133339097 -0.204230390 -0.302441746 0.012571203
364536.678098350 0.396040100 0.556118419 0.145737531 0.255994092
364537.677890234 1.312652563 0.818919177 0.689172450 0.408736197
364538.677996064 0.087343839 0.153568568 -0.224048382 -0.116459679
364539.678146296 0.291250258 0.491184859 -0.137024684 -0.176668979
364540.678484449 0.183564566 0.403617121 -0.125661217 -0.069764205
364541.678274618 0.605315521 0.752707200 -0.172675831 -0.094501060
364542.678206193 0.419673596 0.521412256 0.248082179 -0.293697272
364543.678172452 1.174205307 0.575041955 0.820634918 0.412420160
364544.678228513 4.864964510 0.739873115 1.335572304 1.591791099
364545.680850471 2.955579216 1.096508606 0.765406173 1.080463550
364546.678315543 4.618891001 0.901598841 1.145305262 1.579330994
364547.678348677 4.314854346 1.740456373 0.202388984 1.115663327
364548.678317006 4.017248683 1.671778033 0.272894806 1.071417434
364549.678450974 2.913268671 1.033499167 -1.347279356 -0.173166050
364550.678240857 0.942034817 0.718794715 -0.295579144 0.581379346
364551.678367798 1.782513424 0.738433756 -0.460278593 1.012606848
364552.680350710 3.308430862 0.988247936 -0.648327691 1.382558528
